pmid,title,journal,date
16400073,"Reduced seminal parameters associated with environmental DDT exposure and p,p'-DDE concentrations in men in Chiapas, Mexico: a cross-sectional study",J Androl,2006/01/10
16216300,Effects of PCBs and MeSO2-PCBs on adrenocortical steroidogenesis in H295R human adrenocortical carcinoma cells,Chemosphere,2005/10/12
15647452,Nonylphenol alters connexin 43 levels and connexin 43 phosphorylation via an inhibition of the p38-mitogen-activated protein kinase pathway,Biol Reprod,2005/01/14
15234545,The endocrine disruptors nonylphenol and octylphenol exert direct effects on T cells to suppress Th1 development and enhance Th2 development,Immunol Lett,2004/07/06
14718648,A novel effect of dioxin: exposure during pregnancy severely impairs mammary gland differentiation,Toxicol Sci,2004/01/14
14551668,Development of quantitative vitellogenin-ELISAs for fish test species used in endocrine disruptor screening,Anal Bioanal Chem,2003/10/11
12963402,Internal exposure of the general population to DEHP and other phthalates--determination of secondary and primary phthalate monoester metabolites in urine,Environ Res,2003/09/10
12842770,"High body burdens of 2,2',4,4'-tetrabromodiphenyl ether (BDE-47) in California women",Environ Health Perspect,2003/07/05
12758007,Developmental estrogenic exposure in zebrafish (Danio rerio): II. Histological evaluation of gametogenesis and organ toxicity,Aquat Toxicol,2003/05/22
36548568,South American National Contributions to Knowledge of the Effects of Endocrine Disrupting Chemicals in Wild Animals: Current and Future Directions,Toxics,2022/12/22
33221011,Crosstalk of cholinergic pathway on thyroid disrupting effects of the insecticide chlorpyrifos in zebrafish (Danio rerio),Sci Total Environ,2020/11/22
30660847,Emerging contaminants of high concern and their enzyme-assisted biodegradation - A review,Environ Int,2019/01/21
28938483,Varying Susceptibility of the Female Mammary Gland to In Utero Windows of BPA Exposure,Endocrinology,2017/09/23
23282445,Neither direct nor developmental exposure to bisphenol A alters the severity of experimental inflammatory colitis in mice,J Immunotoxicol,2013/01/04
34364217,Developing potency factors for thyroid hormone disruption by PFASs using TTR-TRβ CALUX® bioassay and assessment of PFASs mixtures in technical products,Environ Int,2021/08/07
30530163,Human epidemiological evidence about the associations between exposure to organochlorine chemicals and endometriosis: Systematic review and meta-analysis,Environ Int,2018/12/12
30352377,Comparisons of analytical chemistry and biological activities of extracts from North Pacific gyre plastics with UV-treated and untreated plastics using in vitro and in vivo models,Environ Int,2018/10/24
29982563,Maternal and paternal preconception exposure to bisphenols and size at birth,Hum Reprod,2018/07/09
26040477,Association of serum levels of typical organic pollutants with polycystic ovary syndrome (PCOS): a case-control study,Hum Reprod,2015/06/05
23743364,Testosterone implants modify the steroid hormone balance and the gonadal physiology of gilthead seabream (Sparus aurata L.) males,J Steroid Biochem Mol Biol,2013/06/08
32491182,Associations of Perfluoroalkyl Substances with Incident Natural Menopause: The Study of Women's Health Across the Nation,J Clin Endocrinol Metab,2020/06/04
33360166,Incidence of uterine leiomyoma in relation to urinary concentrations of phthalate and phthalate alternative biomarkers: A prospective ultrasound study,Environ Int,2020/12/28
32638039,Putative adverse outcome pathways for female reproductive disorders to improve testing and regulation of chemicals,Arch Toxicol,2020/07/09
26732622,Human anogenital distance: an update on fetal smoke-exposure and integration of the perinatal literature on sex differences,Hum Reprod,2016/01/07
35175820,From cohorts to molecules: Adverse impacts of endocrine disrupting mixtures,Science,2022/02/17
36334755,Associations between mixed urinary phenols and parabens metabolites and bone mineral density: Four statistical models,Chemosphere,2022/11/05
35738379,Cumulative risk assessment and exposure characteristics of parabens in the general Taiwanese using multiple hazard indices approaches,Sci Total Environ,2022/06/23
35721760,The Effect of Early Life Exposure to Triclosan on Thyroid Follicles and Hormone Levels in Zebrafish,Front Endocrinol (Lausanne),2022/06/20
35661985,Human adrenocortical carcinoma cell line (NCI-H295R): An in vitro screening model for the assessment of endocrine disruptors' actions on steroidogenesis with an emphasis on cell ultrastructural features,Acta Histochem,2022/06/06
35337918,Activation of retinoic acid-related orphan receptor γ(t) by parabens and benzophenone UV-filters,Toxicology,2022/03/26
35089383,In vitro and in silico approach to study the hormonal activities of the alternative plasticizer tri-(2-ethylhexyl) trimellitate TEHTM and its metabolites,Arch Toxicol,2022/01/28
35000177,Current understandings and perspectives of petroleum hydrocarbons in Alzheimer's disease and Parkinson's disease: a global concern,Environ Sci Pollut Res Int,2022/01/09
34779581,Use of paracetamol (acetaminophen) as a nonprescription analgesic and semen quality in young men: A cross-sectional study,Andrology,2021/11/15
34600017,"Toxicity pathways of lipid metabolic disorders induced by typical replacement flame retardants via data-driven analysis, in silico and in vitro approaches",Chemosphere,2021/10/02
34525773,Anti-androgenic compounds in breast milk and cryptorchidism among Norwegian boys in the HUMIS birth cohort,Sci Total Environ,2021/09/16
34215074,Carbon fibers as green and sustainable sorbent for the extraction of isoflavones from environmental waters,Talanta,2021/07/03
34118676,"Phthalic acid esters degradation by a novel marine bacterial strain Mycolicibacterium phocaicum RL-HY01: Characterization, metabolic pathway and bioaugmentation",Sci Total Environ,2021/06/12
33865140,"Biomonitoring of occupational exposure to bisphenol A, bisphenol S and bisphenol F: A systematic review",Sci Total Environ,2021/04/17
33838276,Effect of prenatal phthalate exposure on the association of maternal hormone levels during early pregnancy and reproductive markers in infants at the age of 3 months,Reprod Toxicol,2021/04/10
33482463,Serum polychlorinated biphenyl (PCB) levels and risk of testicular germ cell tumors: A population-based case-control study in Connecticut and Massachusetts,Environ Pollut,2021/01/22
33153845,Environmental exposure to cadmium and risk of thyroid cancer from national industrial complex areas: A population-based cohort study,Chemosphere,2020/11/06
33038624,Life cycle bioenergetics of the gray seal (Halichoerus grypus) in the Baltic Sea: Population response to environmental stress,Environ Int,2020/10/10
32980856,"Correlates of urinary concentrations of phthalate and phthalate alternative metabolites among reproductive-aged Black women from Detroit, Michigan",J Expo Sci Environ Epidemiol,2020/09/27
32961558,Organophosphate Flame Retardants Excite Arcuate Melanocortin Circuitry and Increase Neuronal Sensitivity to Ghrelin in Adult Mice,Endocrinology,2020/09/22
32622090,Transcriptome analysis of testis reveals the effects of developmental exposure to bisphenol a or 17α-ethinylestradiol in medaka (Oryzias latipes),Aquat Toxicol,2020/07/05
32306263,Immobilization of horseradish peroxidase on Fe(3)O(4) nanoparticles for enzymatic removal of endocrine disrupting chemicals,Environ Sci Pollut Res Int,2020/04/20
32203811,Levels and congener profiles of halogenated persistent organic pollutants in human serum and semen at an e-waste area in South China,Environ Int,2020/03/24
32126281,Prenatal exposure to a phthalate mixture leads to multigenerational and transgenerational effects on uterine morphology and function in mice,Reprod Toxicol,2020/03/04
31841869,Development and evaluation of a harmonized whole body physiologically based pharmacokinetic (PBPK) model for flutamide in rats and its extrapolation to humans,Environ Res,2019/12/17
31810702,Physicochemical properties and sorption capacities of sawdust-based biochars and commercial activated carbons towards ethoxylated alkylphenols and their phenolic metabolites in effluent wastewater from a textile district,Sci Total Environ,2019/12/08
31800594,"The Black identity, hair product use, and breast cancer scale",PLoS One,2019/12/05
31690949,The Use and Misuse of Historical Controls in Regulatory Toxicology: Lessons from the CLARITY-BPA Study,Endocrinology,2019/11/07
31528831,Urinary Bisphenols and Obesity Prevalence Among U.S. Children and Adolescents,J Endocr Soc,2019/09/19
31514887,Enrichment and sensitive determination of phthalate esters in environmental water samples: A novel approach of MSPE-HPLC based on PAMAM dendrimers-functionalized magnetic-nanoparticles,Talanta,2019/09/14
31489946,Maternal Exposure to Bisphenol A Combined with High-Fat Diet-Induced Programmed Hypertension in Adult Male Rat Offspring: Effects of Resveratrol,Int J Mol Sci,2019/09/07
31211961,Prenatal and ancestral exposure to di(2-ethylhexyl) phthalate alters gene expression and DNA methylation in mouse ovaries,Toxicol Appl Pharmacol,2019/06/19
30959087,Bisphenol F has different effects on preadipocytes differentiation and weight gain in adult mice as compared with Bisphenol A and S,Toxicology,2019/04/09
30917103,Assessment of epigenetic changes and oxidative DNA damage in rat pups exposed to polychlorinated biphenyls and the protective effect of curcumin in the prenatal period,J Basic Clin Physiol Pharmacol,2019/03/28
30888795,"Integrated Assessment of Wastewater Reuse, Exposure Risk, and Fish Endocrine Disruption in the Shenandoah River Watershed",Environ Sci Technol,2019/03/20
30847963,"In vitro and in silico hormonal activity studies of di-(2-ethylhexyl)terephthalate, a di-(2-ethylhexyl)phthalate substitute used in medical devices, and its metabolites",J Appl Toxicol,2019/03/09
30755103,Di(2-ethylhexyl)phthalate induces reproductive toxicity via JAZF1/TR4 pathway and oxidative stress in pubertal male rats,Toxicol Ind Health,2019/02/14
30617890,Watershed scale patterns in steroid hormones composition and content characters at a typical eutrophic lake in southeastern China,Environ Sci Pollut Res Int,2019/01/09
30572232,"Target screening analysis of 970 semi-volatile organic compounds adsorbed on atmospheric particulate matter in Hanoi, Vietnam",Chemosphere,2018/12/21
30362281,Postnatal exposure to di-(2-ethylhexyl)phthalate alters cardiac insulin signaling molecules and GLUT4(Ser488) phosphorylation in male rat offspring,J Cell Biochem,2018/10/27
29751654,Biodegradation of Di-(2-ethylhexyl) Phthalate by Rhodococcus ruber YC-YT1 in Contaminated Water and Soil,Int J Environ Res Public Health,2018/05/13
29748642,Gestational oral low-dose estradiol-17β induces altered DNA methylation of CDKN2D and PSAT1 in embryos and adult offspring,Sci Rep,2018/05/12
29649157,Triclosan Lacks Anti-Estrogenic Effects in Zebrafish Cells but Modulates Estrogen Response in Zebrafish Embryos,Int J Mol Sci,2018/04/13
29421749,Increased coiling frequency linked to apoptosis in the brain and altered thyroid signaling in zebrafish embryos (Danio rerio) exposed to the PBDE metabolite 6-OH-BDE-47,Chemosphere,2018/02/09
29362228,"Maternal exposure to UV filters: associations with maternal thyroid hormones, IGF-I/IGFBP3 and birth outcomes",Endocr Connect,2018/01/25
29150338,Impacts of prenatal triclosan exposure on fetal reproductive hormones and its potential mechanism,Environ Int,2017/11/19
29124635,"Atropisomers of 2,2',3,3',6,6'-hexachlorobiphenyl (PCB 136) exhibit stereoselective effects on activation of nuclear receptors in vitro",Environ Sci Pollut Res Int,2017/11/11
29101780,Thyroid disrupting effects of halogenated and next generation chemicals on the swim bladder development of zebrafish,Aquat Toxicol,2017/11/05
28936697,Reactive oxygen species and glutathione antioxidants in the testis of the soil biosentinel Podarcis sicula (Rafinesque 1810),Environ Sci Pollut Res Int,2017/09/23
28077306,The interaction of dietary isoflavones and estradiol replacement on behavior and brain-derived neurotrophic factor in the ovariectomized rat,Neurosci Lett,2017/01/13
27560547,Adverse Reproductive and Developmental Health Outcomes Following Prenatal Exposure to a Hydraulic Fracturing Chemical Mixture in Female C57Bl/6 Mice,Endocrinology,2016/08/26
27411033,"Anthropogenic pressure in a Portuguese river: Endocrine-disrupting compounds, trace elements and nutrients",J Environ Sci Health A Tox Hazard Subst Environ Eng,2016/07/14
